id,DOI,year,journal,discipline,citations,relative citation score
32612713,10.1002/pros.20976,2009,PROSTATE,Clinical Medicine,21,1.146
32608530,10.1109/TNS.2009.2028073,2009,IEEE TRANSACTIONS ON NUCLEAR SCIENCE,Engineering and Technology,9,1.055
32604694,10.1038/modpathol.2009.69,2009,MODERN PATHOLOGY,Clinical Medicine,133,5.936
32599111,10.1021/cb900143a,2009,ACS CHEMICAL BIOLOGY,Biomedical Research,13,0.325
32582136,10.1016/j.optcom.2009.07.034,2009,OPTICS COMMUNICATIONS,Physics,8,0.579
32580706,10.1002/jnr.22134,2009,JOURNAL OF NEUROSCIENCE RESEARCH,Clinical Medicine,8,0.237
32571285,10.1158/1541-7786.MCR-09-0255,2009,MOLECULAR CANCER RESEARCH,Clinical Medicine,32,0.807
32560588,10.1002/cbic.200900534,2009,CHEMBIOCHEM,Biology,59,1.262
32559072,10.1158/1055-9965.EPI-09-0091,2009,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,Clinical Medicine,40,1.009
32554679,10.1111/j.1365-2567.2009.03084.x,2009,IMMUNOLOGY,Clinical Medicine,10,0.282
32551732,10.1073/pnas.0813055106,2009,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,22,0.368
32548650,10.1038/pcan.2009.35,2009,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,38,2.073
32543132,10.1002/cmdc.200800447,2009,CHEMMEDCHEM,Clinical Medicine,12,0.464
32533087,10.1158/1541-7786.MCR-08-0243,2009,MOLECULAR CANCER RESEARCH,Clinical Medicine,24,0.605
32530586,10.1007/s00439-009-0712-z,2009,HUMAN GENETICS,Biomedical Research,38,0.943
32530569,10.1210/me.2008-0470,2009,MOLECULAR ENDOCRINOLOGY,Clinical Medicine,37,1.082
32527405,10.1111/j.1464-410X.2009.08684.x,2010,BJU INTERNATIONAL,Clinical Medicine,14,0.766
32516885,10.1016/j.bioorg.2009.01.001,2009,BIOORGANIC CHEMISTRY,Biomedical Research,2,0.05
32509546,10.1097/MOH.0b013e32832bd0f5,2009,CURRENT OPINION IN HEMATOLOGY,Clinical Medicine,54,1.588
32500318,10.1038/cdd.2009.98,2009,CELL DEATH AND DIFFERENTIATION,Biomedical Research,18,0.45
32498488,10.3892/ijo_00000388,2009,INTERNATIONAL JOURNAL OF ONCOLOGY,Clinical Medicine,38,0.959
32497238,10.1016/j.juro.2009.06.007,2009,JOURNAL OF UROLOGY,Clinical Medicine,29,1.582
32494112,10.1002/ijc.24574,2009,INTERNATIONAL JOURNAL OF CANCER,Clinical Medicine,32,0.807
32490806,10.1109/TMI.2009.2026412,2009,IEEE TRANSACTIONS ON MEDICAL IMAGING,Clinical Medicine,15,0.74
32484779,10.1016/j.jpain.2009.03.004,2009,JOURNAL OF PAIN,Clinical Medicine,16,0.475
32473281,10.1038/onc.2009.145,2009,ONCOGENE,Biomedical Research,31,0.77
32471643,10.1016/j.expneurol.2009.04.019,2009,EXPERIMENTAL NEUROLOGY,Clinical Medicine,24,0.712
32463268,10.1021/ic901159r,2009,INORGANIC CHEMISTRY,Chemistry,19,0.979
32462116,10.1158/0008-5472.CAN-09-1153,2009,CANCER RESEARCH,Clinical Medicine,33,0.832
32460303,10.1158/0008-5472.CAN-09-1176,2009,CANCER RESEARCH,Clinical Medicine,20,0.504
32458313,10.1002/cncr.24350,2009,CANCER,Clinical Medicine,14,0.353
32457858,10.2217/PGS.09.112,2009,PHARMACOGENOMICS,Clinical Medicine,6,0.232
32455441,10.1016/j.radonc.2008.08.012,2009,RADIOTHERAPY AND ONCOLOGY,Clinical Medicine,35,0.883
32443856,10.1074/jbc.M109.007096,2009,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,46,1.149
32421935,10.1158/1541-7786.MCR-09-0071,2009,MOLECULAR CANCER RESEARCH,Clinical Medicine,26,0.656
32421895,10.1158/0008-5472.CAN-08-3022,2009,CANCER RESEARCH,Clinical Medicine,9,0.227
32421892,10.1158/0008-5472.CAN-08-3795,2009,CANCER RESEARCH,Clinical Medicine,449,11.326
32412147,10.1126/science.1179052,2009,SCIENCE,Biomedical Research,340,5.687
32400316,10.1073/pnas.0813019106,2009,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,99,1.656
32388809,10.1158/0008-5472.CAN-08-3860,2009,CANCER RESEARCH,Clinical Medicine,152,3.834
32387820,10.2353/ajpath.2009.080906,2009,AMERICAN JOURNAL OF PATHOLOGY,Clinical Medicine,44,1.964
32369760,10.1158/0008-5472.CAN-08-3810,2009,CANCER RESEARCH,Clinical Medicine,35,0.883
32366045,10.1088/0031-9155/54/13/N01,2009,PHYSICS IN MEDICINE AND BIOLOGY,Clinical Medicine,7,0.345
32348612,10.1038/onc.2009.162,2009,ONCOGENE,Biomedical Research,37,0.919
32347633,10.1016/j.molimm.2009.08.015,2009,MOLECULAR IMMUNOLOGY,Clinical Medicine,22,0.621
32347348,10.1002/cncr.24539,2009,CANCER,Clinical Medicine,54,1.362
32342217,10.1002/pros.21019,2009,PROSTATE,Clinical Medicine,6,0.327
44494933,10.1073/pnas.1000401107,2010,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,77,1.475
44519330,10.1016/j.jpainsymman.2009.09.013,2010,JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,Clinical Medicine,6,0.195
44522407,10.1101/gad.1903310,2010,GENES & DEVELOPMENT,Biomedical Research,301,8.273
44527347,10.1186/1476-4598-9-85,2010,MOLECULAR CANCER,Clinical Medicine,22,0.631
44527416,10.1186/1476-4598-9-89,2010,MOLECULAR CANCER,Clinical Medicine,33,0.947
44537670,10.1158/0008-5472.CAN-09-2668,2010,CANCER RESEARCH,Clinical Medicine,19,0.545
44537674,10.1158/0008-5472.CAN-09-2904,2010,CANCER RESEARCH,Clinical Medicine,40,1.147
44539626,10.1016/j.yexcr.2010.03.005,2010,EXPERIMENTAL CELL RESEARCH,Biomedical Research,28,0.716
44546198,10.1158/1055-9965.EPI-09-1074,2010,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,Clinical Medicine,24,0.688
44905947,10.1111/j.1464-410X.2010.09214.x,2010,BJU INTERNATIONAL,Clinical Medicine,1,0.055
44912621,10.1117/1.3481144,2010,JOURNAL OF BIOMEDICAL OPTICS,Physics,7,0.524
44912644,10.1117/1.3463479,2010,JOURNAL OF BIOMEDICAL OPTICS,Physics,25,1.873
44918584,10.1002/cbic.201000222,2010,CHEMBIOCHEM,Biology,16,0.398
44920751,10.1088/0957-4484/21/38/385604,2010,NANOTECHNOLOGY,Engineering and Technology,29,0.979
44600845,10.1016/j.colsurfb.2010.03.039,2010,COLLOIDS AND SURFACES B-BIOINTERFACES,Chemistry,202,8.596
44605412,10.1593/tlo.09328,2010,TRANSLATIONAL ONCOLOGY,Clinical Medicine,26,0.746
44606068,10.1002/ijc.25043,2010,INTERNATIONAL JOURNAL OF CANCER,Clinical Medicine,45,1.291
44610645,10.1016/j.molcel.2010.05.017,2010,MOLECULAR CELL,Biomedical Research,210,5.37
44610851,10.1016/j.ccr.2010.04.027,2010,CANCER CELL,Clinical Medicine,259,7.429
44610853,10.1016/j.ccr.2010.04.023,2010,CANCER CELL,Clinical Medicine,61,1.75
44617327,10.1088/0031-9155/55/13/002,2010,PHYSICS IN MEDICINE AND BIOLOGY,Clinical Medicine,33,1.779
44618099,10.1074/jbc.C110.102483,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,69,2.019
44630459,10.1039/c0an00112k,2010,ANALYST,Chemistry,21,1.003
44631582,10.1097/SIH.0b013e3181e3bd40,2010,SIMULATION IN HEALTHCARE,Health,3,0.174
44636496,10.1371/journal.pone.0011311,2010,PLOS ONE,Biomedical Research,31,0.594
44640564,10.1093/nar/gkq084,2010,NUCLEIC ACIDS RESEARCH,Biomedical Research,21,0.615
44649257,10.1021/ac1007128,2010,ANALYTICAL CHEMISTRY,Chemistry,31,1.481
44652367,10.1097/CJI.0b013e3181dda23e,2010,JOURNAL OF IMMUNOTHERAPY,Clinical Medicine,59,1.866
44658789,10.1677/ERC-09-0106,2010,ENDOCRINE-RELATED CANCER,Clinical Medicine,11,0.316
44658804,10.1677/ERC-09-0328,2010,ENDOCRINE-RELATED CANCER,Clinical Medicine,62,1.778
44663838,10.1016/j.ejca.2010.02.017,2010,EUROPEAN JOURNAL OF CANCER,Clinical Medicine,27,0.774
44670811,10.1002/pros.21136,2010,PROSTATE,Clinical Medicine,22,1.204
44670815,10.1002/pros.21141,2010,PROSTATE,Clinical Medicine,38,2.08
44681648,10.1074/jbc.M110.120600,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,28,0.819
44697938,10.1038/nrurol.2010.77,2010,NATURE REVIEWS UROLOGY,Clinical Medicine,44,2.409
44705893,10.1021/ac1014194,2010,ANALYTICAL CHEMISTRY,Chemistry,3,0.143
44719661,10.1166/jnn.2010.2596,2010,JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY,Engineering and Technology,3,0.101
44723131,10.1016/j.bmcl.2010.06.003,2010,BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,Chemistry,20,0.978
44728749,10.1158/1078-0432.CCR-09-3342,2010,CLINICAL CANCER RESEARCH,Clinical Medicine,57,1.635
44772409,10.1586/ERV.10.64,2010,EXPERT REVIEW OF VACCINES,Clinical Medicine,13,0.411
44776255,10.1074/jbc.M109.098301,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,27,0.79
44789313,10.1021/ac101235k,2010,ANALYTICAL CHEMISTRY,Chemistry,19,0.907
44798106,10.1016/j.devcel.2010.06.015,2010,DEVELOPMENTAL CELL,Biomedical Research,319,8.157
44799720,10.1097/NEN.0b013e3181eac1f5,2010,JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,Clinical Medicine,50,1.629
44927815,10.1371/journal.pone.0012501,2010,PLOS ONE,Biomedical Research,36,0.69
44800168,10.1109/TITB.2010.2041064,2010,IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,Engineering and Technology,9,0.742
44800709,10.1126/science.1189992,2010,SCIENCE,Biomedical Research,295,5.651
44806449,10.1158/1078-0432.CCR-10-0948,2010,CLINICAL CANCER RESEARCH,Clinical Medicine,27,0.774
44809033,10.1038/onc.2010.197,2010,ONCOGENE,Biomedical Research,19,0.522
44816390,10.1016/j.jsbmb.2010.03.046,2010,JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,Biomedical Research,16,0.468
44937198,10.1101/gr.105361.110,2010,GENOME RESEARCH,Biomedical Research,123,3.381
44816396,10.1016/j.jsbmb.2010.03.081,2010,JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,Biomedical Research,15,0.439
44819220,10.1158/1940-6207.CAPR-10-0054,2010,CANCER PREVENTION RESEARCH,Clinical Medicine,18,0.516
44822259,10.1007/s00259-010-1433-1,2010,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,Clinical Medicine,36,1.94
44830242,10.1074/jbc.M110.134874,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,66,1.932
44858461,10.1016/j.bbadis.2010.06.004,2010,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,Biomedical Research,15,0.439
44880979,10.1002/pros.21162,2010,PROSTATE,Clinical Medicine,12,0.657
45202439,10.1371/journal.pone.0013791,2010,PLOS ONE,Biomedical Research,12,0.23
45209601,10.1016/j.urology.2010.01.066,2010,UROLOGY,Clinical Medicine,17,0.931
45218527,10.1093/hmg/ddq395,2010,HUMAN MOLECULAR GENETICS,Biomedical Research,24,0.66
32588339,10.3233/XST-2009-0222,2009,JOURNAL OF X-RAY SCIENCE AND TECHNOLOGY,Physics,10,0.642
32585185,10.1021/bi901479b,2009,BIOCHEMISTRY,Biomedical Research,12,0.3
32572902,10.1242/dmm.003160,2009,DISEASE MODELS & MECHANISMS,Clinical Medicine,20,0.893
32562272,10.1158/1078-0432.CCR-08-2190,2009,CLINICAL CANCER RESEARCH,Clinical Medicine,44,1.11
32560788,10.1158/1078-0432.CCR-09-1722,2009,CLINICAL CANCER RESEARCH,Clinical Medicine,51,1.286
32440068,10.1186/1471-2407-9-318,2009,BMC CANCER,Clinical Medicine,15,0.378
32439928,10.2353/ajpath.2009.080417,2009,AMERICAN JOURNAL OF PATHOLOGY,Clinical Medicine,33,1.473
32430495,10.1210/me.2009-0092,2009,MOLECULAR ENDOCRINOLOGY,Clinical Medicine,12,0.351
32418397,10.1016/j.mce.2008.12.010,2009,MOLECULAR AND CELLULAR ENDOCRINOLOGY,Clinical Medicine,13,0.38
46340546,10.1002/pros.21262,2011,PROSTATE,Clinical Medicine,8,0.473
46340549,10.1002/pros.21270,2011,PROSTATE,Clinical Medicine,116,6.853
45329770,10.1038/nm.2236,2010,NATURE MEDICINE,Biomedical Research,163,4.77
46340570,10.1002/pros.21278,2011,PROSTATE,Clinical Medicine,6,0.354
45922472,10.1073/pnas.1016218107,2010,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,121,2.318
46107817,10.1172/JCI42874,2011,JOURNAL OF CLINICAL INVESTIGATION,Clinical Medicine,147,6.534
46142830,10.1039/c0mb00074d,2011,MOLECULAR BIOSYSTEMS,Biomedical Research,18,0.578
46153846,10.1016/j.ajpath.2010.11.031,2011,AMERICAN JOURNAL OF PATHOLOGY,Clinical Medicine,21,1.1
46154207,10.1016/j.devcel.2010.11.020,2011,DEVELOPMENTAL CELL,Biomedical Research,69,2.097
46175152,10.1016/j.bcp.2010.11.006,2011,BIOCHEMICAL PHARMACOLOGY,Clinical Medicine,15,0.743
46190665,10.1002/pros.21229,2011,PROSTATE,Clinical Medicine,6,0.354
46190669,10.1002/pros.21233,2011,PROSTATE,Clinical Medicine,17,1.004
46275595,10.1073/pnas.1010045108,2011,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,131,3.179
46306729,10.1101/gr.111492.110,2011,GENOME RESEARCH,Biomedical Research,21,0.622
46307154,10.1158/0008-5472.CAN-10-2512,2011,CANCER RESEARCH,Clinical Medicine,24,0.783
46307499,10.1038/ncb2168,2011,NATURE CELL BIOLOGY,Biomedical Research,72,2.314
46512486,10.1002/jps.22467,2011,JOURNAL OF PHARMACEUTICAL SCIENCES,Clinical Medicine,19,0.941
46316605,10.1371/journal.pone.0017305,2011,PLOS ONE,Biomedical Research,27,0.655
46319509,10.1002/dvg.20702,2011,GENESIS,Biomedical Research,12,0.355
45227877,10.1186/1479-5876-8-98,2010,JOURNAL OF TRANSLATIONAL MEDICINE,Biomedical Research,10,0.192
45304181,10.1016/j.biocel.2010.09.008,2010,INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,Biomedical Research,8,0.234
45891964,10.1593/neo.10866,2010,NEOPLASIA,Clinical Medicine,40,1.147
46552939,10.1038/onc.2010.560,2011,ONCOGENE,Biomedical Research,65,1.925
44961654,10.1371/journal.pone.0012639,2010,PLOS ONE,Biomedical Research,10,0.192
46566845,10.1073/pnas.1016811108,2011,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,26,0.631
46587125,10.1016/j.urology.2011.01.006,2011,UROLOGY,Clinical Medicine,58,3.426
45049876,10.1016/j.nano.2010.01.012,2010,NANOMEDICINE-NANOTECHNOLOGY BIOLOGY AND MEDICINE,Biomedical Research,69,2.396
45055339,10.1002/pros.21189,2010,PROSTATE,Clinical Medicine,21,1.15
45060794,10.1186/1476-4598-9-183,2010,MOLECULAR CANCER,Clinical Medicine,17,0.488
45063219,10.1002/anie.201002906,2010,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION IN ENGLISH,Chemistry,40,1.051
45064110,10.1002/jcb.22701,2010,JOURNAL OF CELLULAR BIOCHEMISTRY,Biomedical Research,63,1.844
45073002,10.1016/j.ctrv.2010.02.015,2010,CANCER TREATMENT REVIEWS,Clinical Medicine,83,2.381
45073788,10.1186/1742-4690-7-68,2010,RETROVIROLOGY,Biomedical Research,29,1.172
45076402,10.1158/1055-9965.EPI-10-0555,2010,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,Clinical Medicine,56,1.606
45085175,10.1158/0008-5472.CAN-10-0883,2010,CANCER RESEARCH,Clinical Medicine,43,1.233
45092437,10.1016/j.canlet.2010.04.021,2010,CANCER LETTERS,Clinical Medicine,23,0.66
45105177,10.1021/bm100561v,2010,BIOMACROMOLECULES,Chemistry,60,2.827
45110915,10.1158/1078-0432.CCR-10-0433,2010,CLINICAL CANCER RESEARCH,Clinical Medicine,97,2.782
44319820,10.1016/j.cell.2010.02.024,2010,CELL,Biomedical Research,1036,30.319
45110924,10.1158/1078-0432.CCR-10-1863,2010,CLINICAL CANCER RESEARCH,Clinical Medicine,31,0.889
45111166,10.1158/0008-5472.CAN-10-1418,2010,CANCER RESEARCH,Clinical Medicine,43,1.233
45114286,10.1002/cncr.25447,2010,CANCER,Clinical Medicine,15,0.43
45135380,10.1039/c0an00350f,2010,ANALYST,Chemistry,33,1.576
45151927,10.1074/jbc.M110.136044,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,44,1.288
45153328,10.1109/TUFFC.2010.1690,2010,IEEE TRANSACTIONS ON ULTRASONICS FERROELECTRICS AND FREQUENCY CONTROL,Physics,26,1.807
45169438,10.1111/j.1442-2042.2010.02631.x,2010,INTERNATIONAL JOURNAL OF UROLOGY,Clinical Medicine,8,0.438
45171047,10.1016/j.devcel.2010.09.011,2010,DEVELOPMENTAL CELL,Biomedical Research,965,24.676
45171945,10.1021/ac1024528,2010,ANALYTICAL CHEMISTRY,Chemistry,63,3.009
45183353,10.1021/ja106513f,2010,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,Chemistry,72,1.893
45189419,10.1158/1078-0432.CCR-10-1928,2010,CLINICAL CANCER RESEARCH,Clinical Medicine,20,0.574
45190711,10.1073/pnas.1012539107,2010,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,753,14.424
45194624,10.1016/j.biocel.2010.07.015,2010,INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,Biomedical Research,16,0.468
45202997,10.1088/0031-9155/55/22/001,2010,PHYSICS IN MEDICINE AND BIOLOGY,Clinical Medicine,162,8.732
32675199,10.1017/S1368980009005047,2009,PUBLIC HEALTH NUTRITION,Health,14,0.754
32663463,10.1016/j.juro.2009.06.013,2009,JOURNAL OF UROLOGY,Clinical Medicine,19,1.036
32639997,10.1158/0008-5472.CAN-08-3949,2009,CANCER RESEARCH,Clinical Medicine,31,0.782
32628661,10.1007/s12149-009-0273-1,2009,ANNALS OF NUCLEAR MEDICINE,Clinical Medicine,11,0.543
32451113,10.1016/j.juro.2009.08.104,2010,JOURNAL OF UROLOGY,Clinical Medicine,39,2.135
32450606,10.1088/0957-4484/21/3/035101,2010,NANOTECHNOLOGY,Engineering and Technology,32,1.081
46337314,10.1016/j.brachy.2010.06.005,2011,BRACHYTHERAPY,Clinical Medicine,6,0.372
45238181,10.1038/pcan.2010.24,2010,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,22,1.204
45238569,10.1097/MAO.0b013e3181f20655,2010,OTOLOGY & NEUROTOLOGY,Clinical Medicine,24,2.024
45241686,10.1074/jbc.M110.171348,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,25,0.732
45248337,10.1002/jcp.22298,2010,JOURNAL OF CELLULAR PHYSIOLOGY,Biomedical Research,8,0.205
45250278,10.1002/ijc.25615,2010,INTERNATIONAL JOURNAL OF CANCER,Clinical Medicine,32,0.918
45255805,10.1073/pnas.1003528107,2010,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,15,0.287
45257351,10.1007/s12026-010-8165-y,2010,IMMUNOLOGIC RESEARCH,Clinical Medicine,3,0.095
45278406,10.1677/ERC-10-0145,2010,ENDOCRINE-RELATED CANCER,Clinical Medicine,36,1.033
45278410,10.1677/ERC-10-0081,2010,ENDOCRINE-RELATED CANCER,Clinical Medicine,23,0.66
45282325,10.1016/j.yexcr.2010.09.015,2010,EXPERIMENTAL CELL RESEARCH,Biomedical Research,11,0.281
45300066,10.1091/mbc.E10-05-0403,2010,MOLECULAR BIOLOGY OF THE CELL,Biomedical Research,25,0.639
45311087,10.1016/j.ymeth.2010.08.004,2010,METHODS-A COMPANION TO METHODS IN ENZYMOLOGY,Biomedical Research,28,0.819
45312125,10.1088/0031-9155/55/24/001,2010,PHYSICS IN MEDICINE AND BIOLOGY,Clinical Medicine,12,0.647
45313657,10.1117/1.3500656,2010,JOURNAL OF BIOMEDICAL OPTICS,Physics,12,0.899
45321096,10.1016/j.urology.2010.03.024,2010,UROLOGY,Clinical Medicine,11,0.602
45321127,10.1016/j.urology.2010.03.061,2010,UROLOGY,Clinical Medicine,3,0.164
45321288,10.1074/jbc.M110.103705,2010,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,17,0.498
45324282,10.1016/j.jss.2009.02.023,2010,JOURNAL OF SURGICAL RESEARCH,Clinical Medicine,88,5.709
45325919,10.1016/j.ijrobp.2010.07.036,2010,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,Clinical Medicine,80,2.295
45889860,10.1371/journal.pone.0014153,2010,PLOS ONE,Biomedical Research,65,1.245
45890632,10.1158/1940-6207.CAPR-10-0122,2010,CANCER PREVENTION RESEARCH,Clinical Medicine,14,0.402
45904868,10.1158/0008-5472.CAN-10-2414,2010,CANCER RESEARCH,Clinical Medicine,90,2.582
45909218,10.1038/onc.2010.393,2010,ONCOGENE,Biomedical Research,20,0.55
46351576,10.1111/j.1464-410X.2010.09679.x,2011,BJU INTERNATIONAL,Clinical Medicine,22,1.3
45927735,10.1155/2010/150591,2010,CLINICAL & DEVELOPMENTAL IMMUNOLOGY,Clinical Medicine,34,1.076
45930608,10.1016/j.bbcan.2010.06.001,2010,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,Biomedical Research,119,3.483
45947752,10.1038/cddis.2010.83,2010,CELL DEATH & DISEASE,Biomedical Research,23,0.588
45980300,10.1186/1741-7007-8-153,2010,BMC BIOLOGY,Biology,31,1.163
46000283,10.1055/s-0030-1269906,2010,NEUROPEDIATRICS,Clinical Medicine,66,2.15
46001481,10.2144/000113515,2010,BIOTECHNIQUES,Biomedical Research,9,0.263
46004076,10.1155/2010/473453,2010,CLINICAL & DEVELOPMENTAL IMMUNOLOGY,Clinical Medicine,2,0.063
46355191,10.1016/j.jpeds.2010.10.001,2011,JOURNAL OF PEDIATRICS,Clinical Medicine,27,1.731
46369328,10.1002/cncr.25477,2011,CANCER,Clinical Medicine,59,1.926
46044189,10.3233/CBM-2010-0185,2010,CANCER BIOMARKERS,Clinical Medicine,3,0.086
46063022,10.1186/1757-2215-3-11,2010,JOURNAL OF OVARIAN RESEARCH,Clinical Medicine,91,3.932
46063030,10.1186/1757-2215-3-19,2010,JOURNAL OF OVARIAN RESEARCH,Clinical Medicine,21,0.907
46073116,10.1016/j.juro.2010.08.090,2011,JOURNAL OF UROLOGY,Clinical Medicine,15,0.886
46073120,10.1016/j.juro.2010.09.011,2011,JOURNAL OF UROLOGY,Clinical Medicine,43,2.54
46077856,10.1038/cdd.2010.82,2011,CELL DEATH AND DIFFERENTIATION,Biomedical Research,56,1.8
46372433,10.1158/0008-5472.CAN-10-1998,2011,CANCER RESEARCH,Clinical Medicine,101,3.297
46080715,10.1007/s10552-010-9671-x,2011,CANCER CAUSES & CONTROL,Clinical Medicine,37,1.208
46372438,10.1158/0008-5472.CAN-10-3268,2011,CANCER RESEARCH,Clinical Medicine,48,1.567
46375031,10.1002/cmdc.201000478,2011,CHEMMEDCHEM,Clinical Medicine,25,1.238
46088721,10.1038/ncb2140,2011,NATURE CELL BIOLOGY,Biomedical Research,201,6.459
46091736,10.1021/ac102319g,2011,ANALYTICAL CHEMISTRY,Chemistry,54,2.956
46100173,10.1118/1.3523097,2011,MEDICAL PHYSICS,Clinical Medicine,0,0
46378370,10.1016/j.juro.2010.11.090,2011,JOURNAL OF UROLOGY,Clinical Medicine,10,0.591
46100580,10.1016/j.urology.2010.04.071,2011,UROLOGY,Clinical Medicine,10,0.591
46378619,10.1158/1078-0432.CCR-10-0993,2011,CLINICAL CANCER RESEARCH,Clinical Medicine,50,1.632
46100604,10.1016/j.urology.2010.06.017,2011,UROLOGY,Clinical Medicine,7,0.414
46100608,10.1016/j.urology.2010.08.005,2011,UROLOGY,Clinical Medicine,6,0.354
46102877,10.1016/j.canlet.2010.09.017,2011,CANCER LETTERS,Clinical Medicine,3,0.098
46378642,10.1158/1078-0432.CCR-10-2015,2011,CLINICAL CANCER RESEARCH,Clinical Medicine,12,0.392
46105876,10.1096/fj.10-166462,2011,FASEB JOURNAL,Biology,52,2.539
46382382,10.1002/humu.21465,2011,HUMAN MUTATION,Biomedical Research,10,0.296
46105972,10.1101/gad.1983711,2011,GENES & DEVELOPMENT,Biomedical Research,34,1.007
46382383,10.1002/humu.21451,2011,HUMAN MUTATION,Biomedical Research,35,1.037
46387560,10.1002/path.2834,2011,JOURNAL OF PATHOLOGY,Clinical Medicine,28,1.466
46391354,10.1074/jbc.M110.203240,2011,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,13,0.418
46391396,10.1074/jbc.M110.206532,2011,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,51,1.639
46112767,10.1021/bm101036f,2011,BIOMACROMOLECULES,Chemistry,24,1.232
46418404,10.4049/jimmunol.1001675,2011,JOURNAL OF IMMUNOLOGY,Clinical Medicine,21,0.761
46424558,10.1093/biostatistics/kxq055,2011,BIOSTATISTICS,Mathematics,46,4.519
46119563,10.1002/jbmr.204,2011,JOURNAL OF BONE AND MINERAL RESEARCH,Biomedical Research,19,0.719
46119933,10.1158/1535-7163.MCT-10-0778,2011,MOLECULAR CANCER THERAPEUTICS,Clinical Medicine,45,1.469
46119937,10.1158/1535-7163.MCT-10-0581,2011,MOLECULAR CANCER THERAPEUTICS,Clinical Medicine,61,1.991
46541455,10.1073/pnas.1103904108,2011,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,41,0.995
46122827,10.1073/pnas.1013214108,2011,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,58,1.407
46133412,10.1158/1078-0432.CCR-10-1983,2011,CLINICAL CANCER RESEARCH,Clinical Medicine,55,1.795
46134265,10.1155/2011/454861,2011,JOURNAL OF BIOMEDICINE AND BIOTECHNOLOGY,Biomedical Research,6,0.146
46139925,10.1093/neuonc/noq146,2011,NEURO-ONCOLOGY,Clinical Medicine,18,0.663
46156404,10.1371/journal.pone.0016027,2011,PLOS ONE,Biomedical Research,28,0.679
46158937,10.1366/10-06112,2011,APPLIED SPECTROSCOPY,Chemistry,2,0.109
46160100,10.1177/1073858410365562,2011,NEUROSCIENTIST,Clinical Medicine,69,2.543
46166528,10.1007/s11481-010-9223-x,2011,JOURNAL OF NEUROIMMUNE PHARMACOLOGY,Clinical Medicine,12,0.594
