"","Proposal Number","Publication"
"152","NF030008","Piotrowski A, Benetkiewicz M, Menzel U, et al.  2006.  Microarray-based survey of CpG islands identifies concurrent hyper- and hypomethylation patterns in tissues derived from patients with breast cancer.  Genes Chromosomes Cancer 45: 656-667."
"153","NF030008","Hansson CM, Buckley PG, Grigelioniene G, et al.  2007.  Comprehensive genetic and epigenetic analysis of sporadic meningioma for macro-mutations on 22q and micromutations within the NF2 locus.  BMC Genomics 8: 16."
"154","NF030009","Shapira S, Barkan B, Fridman E, et al.  2007.  The tumor suppressor neurofibromin confers sensitivity to apoptosis by Ras-dependent and Ras-independent pathways. Cell Death Differ 14:895-906."
"155","NF030009","Barkan B, Starinsky S, Friedman S, et al.  2006.  The Ras inhibitor farnesylthiosalicylic acid as a potential therapy for neurofibromatosis type 1.  Clin Cancer Res 12:5533-5542."
"156","NF030010","Miller SJ, Lan Z, Hardiman A, et al.  2010.  Inhibition of eyes absent homolog 4 expression induces malignant peripheral nerve sheath tumor necrosis.  Oncogene 29(3):368-79."
"157","NF030010","Miller SJ, Rangwala F, Williams J, et al.  2006.  Large-scale molecular comparison of human Schwann cells to malignant peripheral nerve sheath tumor cell lines and tissues.  Cancer Res 66(5):2584-2591."
"158","NF030010","Miller SJ, Jessen WJ, Mehta T, et al.  2009.  Integrative genomic analyses show altered schwann cell development in neurofibromatosis tumors and implicate SOX9 as an addicting oncogene.  EMBO Mol Med 1(4):236-248."
"159","NF030015","Hyman SL., Gill DS., Shores EA. et al. 2007. T2 hyperintensities in children with neurofibromatosis type 1 and their relationship to cognitive functioning. J Neurol Neurosurg Psychiatry. 78:1088-1091"
"160","NF030015","Lorenzo J, Barton B, Arnold SS, and North KN. (2013) Cognitive features that distinguish preschool-age children with neurofibromatosis type 1 from their peers: a matched case-control study. J Pediatr 163(5):1479-83."
"161","NF030015","Lorenzo J, Barton B, Arnold SS, and North KN. (2015) Developmental trajectories of young children with neurofibromatosis type 1: a longitudinal study from 21 to 40 months of age. J Pediatr 166(4):1006-12"
"162","NF030015","Payne JM, Hyman SL, Shores EA, et al. 2011. Assessment of executive function and attention in children with neurofibromatosis type 1: Relationships between cognitive measures and real-world behavior. Child Neuropsychology 17(4):313-329."
"163","NF030015","Lorenzo J, Barton B, Acosta MT, and North K.  2011.  Mental, motor, and language development of toddlers with neurofibromatosis type 1. J Pediatr 158(4):660-5."
"164","NF030020","Surace EI, Strickland A, Gutmann DH, et al.  2006. Tslc1 (nectin-like molecule-2) is essential for spermatozoa motility and male fertility.  J Androl 27:816-25."
"165","NF030020","Maurel P, Einheber S, Galinska J, et al.  2007.  Nectin-like proteins mediate axon-Schwann cell interactions along the internode and are essential for myelination.  J Cell Biol 178:861-74."
"166","NF030020","Chadee DN, Hung G, Andalibi A, et al.  2006.  MLK3 regulates B-Raf through a mechanism that involves maintenance of the B-Raf/Raf-1 complex and inhibition by the NF2 tumor suppressor protein.  Proc Natl Acad Sci USA 103:4463-4468."
"167","NF030020","Houshmandi SS, Surace EI, Zhang H, et al.  2006.  Tumor suppressor in lung cancer-1 (TSLC1) functions as a glioma tumor suppressor.  Neurology 67:1863-1866."
"168","NF030020","Lau Y-KI, Murray L, Houshmandi SS, et al.  2008.  Merlin is a potent inhibitor of glioma growth.  Cancer Res 68:5733-5742."
"169","NF030020","Houshmandi SS and Gutmann DH.  2007.  All in the family: Using inherited cancer syndromes to understand de-regulated cell signaling in brain tumors.  J Cell Biochem 102:811-819."
"170","NF030020","Gerber MA, Bahr SM, and Gutmann DH.  2006.  Protein 4.1B/DAL-1 functions as a growth suppressor in meningioma cells by activating Rac1-dependent JNK signaling.  Cancer Res 66:5295-5303."
"171","NF030020","Yamada D, Kikuchi S, Williams YN, et al.  2005.  Promoter hypermethylation of the DAL-1/4.1B gene is correlated with poor prognosis in renal clear cell carcinoma.  Int J Cancer 118:916-923."
"172","NF030020","Singh V, Miranda TB, Jiang W, et al.  2004.  The DAL-1/4.1B tumor suppressor interacts with protein arginine N-methyltransferase 3 (PRMT3) and inhibits its ability to methylate substrates in vitro and in vivo.  Oncogene 23:7761-7771."
"173","NF030020","Robb VA, Gerber MA, Hart-Mahon EK, et al.  2005.  Membrane localization of the U2 domain of Protein 4.1B is necessary and sufficient for meningioma growth suppression.  Oncogene 24:1946-1957."
"174","NF030020","Houshmandi SS, Emnett RJ, Giovannini M, et al.  2009.  The neurofibromatosis-2 protein, merlin, regulates glial cell growth in an ErbB2- and Src-dependent manner.  Mol Cell Biol 29:1472-1486."
"175","NF030020","Surace EI, Lusis E, Murakami Y, et al.  2004.  Loss of tumor suppressor in lung cancer-1 (TSLC1) expression in meningioma correlates with increased malignancy grade and reduced patient survival.  J Neuropathol Exp Neurol 63:1015-1027."
"176","NF030039","Prabhakar S, Messerli SM, Stemmer-Rachamimov AO, et al.  2007.  Breakefield XO treatment of implantable NF2 schwannoma tumor models with oncolytic herpes simplex virus G47delta.  Cancer Gene Ther 14: 460-7."
"177","NF030039","Liu TC, Zhang T, Fukuhara H, et al.  2006.  Dominant-negative FGF receptor expression enhances antitumoral ptency of oncolytic HSV in neural tumors.  Clin Cancer Res 15;12(22):6791-6799."
"178","NF030039","Prabhakar S, Messerli S, Rabkin S, et al.  2006.  Treatment of experimental schwannomas  with HSV recombinant and amplicon vectors.  Mol Ther 13:S59."
"179","NF030039","Messerli SM, Prabhakar S, Tang Y, et al.  2006.  Treatment of schwannomas with an oncolytic recombinant herpes simplex virus in murine models of neurofibromatosis type 2. Human Gene Ther 17:20-30."
"180","NF030056","Walker JA, and Bernards A.  2007.  Drosophila neurofibromatosis-1: ROS, not Ras?  Nature Genet 39:443-445.

"
"181","NF030056","Walker JA, Tchoudakova AV, McKenney PT, et al.  2006.  Reduced growth of Drosophila neurofibromatosis 1 mutants reflects a non-cell-autonomous requirement for GTPase activating protein activity in larval neurons.  Gene Dev 20:3311-3323."
"182","NF030058","Ho IS*, Hannan F*, Guo H-F, et al.  2007.  Distinct functional domains of Neurofibromatosis Type 1 immediate versus long-term memory formation, J Neurosci, 27:6852-6857 (* equal first authorship)."
"183","NF030063","Park CS., Zhong L., and  Tang S-J.  2009. Aberrant Expression of Synaptic Plasticity-Related Genes in the NF1+/- Mouse Hippocampus. J Neurosci Res 7:3107-3119."
"184","NF030070","Neff BA, Oberstein E, Lorenz M, et al.  2006. Cyclin D1 and D3 expression in vestibular schwannomas.  Laryngoscope 116:423-426."
"185","NF030070","Neff BA, Welling DB, Akhmametyeva EM, et al.  2006.  The molecular biology of vestibular schwannomas:  Dissecting the pathogenic process at the molecular level.  Otol Neurotol 27:197-208.

"
"186","NF030070","Chang L-S, Jacob A, Lorenz M, et al.  2006.  Magnetic resonance imaging noninvasively quantifies schwannoma xenografts in SCID mice.  Laryngoscope 116:2018-2026."
"187","NF030070","Golovnina K, Blinov A, Akhmametyeva EM, et al.  2005.  Evolution and origin of merlin, the product of the neurofibromatosis type 2 tumor-suppressor gene.  J Evol Biol 5:69."
"188","NF030070","Jacob A, Lee TX, Neff BA, et al.  2008.  Activation of the AKT pathway in human vestibular schwannomas.  Otol Neurotol 29:58-68."
"189","NF030070","Dorogova NV, Akhmametyeva EM, Kopyl SA, et al.  2008.  The role of merlin in spermatogenesis.  BMC Cell Biology 9:1-15."
"190","NF030070","Akhmametyeva EM, Mihaylova MM, Luo H, et al.  2006. Regulation of the NF2 gene promoter expression during embryonic development.  Dev Dyn 235:2771-2785."
"191","NF030078","Harashima T and Heitman J.  2005.  G-alpha&#61472;subunit Gpa2 recruits kelch repeat subunits that inhibit receptor-G protein coupling during cAMP induced dimorphic transitions in Saccharomyces cerevisiae. Mol Biol Cell 16:4557-4571."
"192","NF030078","Bahn YS, Xue C, Idnurm A, et al.  2007.  Sensing the environment: lessons from fungi.  Nat Rev Microbiol 5(1):57-69."
"193","NF030078","Harashima T, Anderson S, Yates JR III, et al.  2006.  The kelch proteins Gpb1 and Gpb2 inhibit Ras activity via association with the yeast RasGAP neurofibromin homologs Ira1 and Ira2.  Molecular Cell 22:819¿830."
"194","NF030078","Rutherford J, Chua G, Hughes T, et al.  2008.  A Mep2-dependent transcriptional profile links permease function to gene expression during pseudohyphal growth in Saccharomyces cerevisiae.  Mol Biol Cell 19:3028-39.
"
"195","NF030086","Hu D, Cao P, Thiels E, et al.  2007.  Hippocampal long-term potentiation, memory and longevity in mice that overexpress mitochondrial superoxide dismutase.  Neurobiol Learn Mem 87:327-384."
"196","NF030086","Lauver A, Yuan LL, Jeromin A, et al.  2006.  Manipulating Kv4.2 identifies a specific component of hippocampal pyramidal neuron A-current that depends upon Kv4.2 expression.  J Neurochem 99:1207-1223."
"197","NF030086","Swank MW, Kumar V, Zhao J, et al.  2006.  Novel method of loading samples onto mini-gels for SDS- PAGE:  increased sensitivity and western blots using sub-microgram quantities of protein.  J Neurosci Methods 158:224-233."
"198","NF030086","Kumar V, Zhang MX, Swank MW, et al.  2005.  Regulation of dendritic morphogenesis by Ras-PI3K-Akt-mTOR and Ras-MAPK signaling pathways.  J Neurosci 25:11288-11299."
"199","NF030086","Ryan XP, Alldritt JL, Allen P, et al. 2005.  The rho-specificGEF, Lfc, interacts with neurabin and spinophilin to regulate dendritic spine morphology.  Neuron 47:85-100."
"200","NF030086","Long C, Cook L, Hamilton S, et al.  2007.  FKBP12/12.6 deletion increases endothelial nitric oxide synthase threonine 495 phosphorylation and blood pressure in mice.  Hypertension 49:569-76."
"201","NF030086","Tejada-Simon MV, Serrano F, Villasana LE, et al.  Synaptic localization of a functional NADPH oxidase in the mouse hippocampus.  MCN 29:97-106."
"202","NF030086","Bryan B, Cai Y, Wrighton K, et al. 2005.  Smurf1 promotes dendritic outgrowth and dendritic spine morphorgensis via ubiquitination of RhoA.  FEBS Letters 579:1015-1019."
"203","NF043008","Laulajainen M, Muranen T, Carpan O, et al.  2008.  Protein kinase A mediated phosphorylation of the NF2 tumor suppressor protein merlin at serine 10 affects actin cytoskeleton.  Oncogene 27:3233-3243."
"204","NF043008","Mauranen T, Groonholm M, Lampin A, et al.  2007.  The tumor suppressor merlin interacts with microtubules and modulates Schwann cell microtubule cytoskeleton.  Hum Mol Genet 16:1742-51."
"205","NF043008","Muranen T., M. Grönholm, G.H. Renkema, O. Carpén. Cell cycle dependent nucleo-cytoplasmic shuttling of the neurofibromatosis 2 tumour suppressor merlin. Oncogene. 24:1150-1158, 2005."
"206","NF043008","Heiska L and Carpén O.  2005.  Src phosphorylates ezrin at tyrosine 477 and induces a phosphospecific interaction between ezrin and a kelch-repeat protein family member.  J Biol Chem 280:10244-10252."
"207","NF043008","Grönholm M, Muranen T, Toby G, et al.  2006.  A functional association between merlin and HEI10, a cell cycle regulator.  Oncogene 25:4389-4398."
"208","NF043019","Munchhof AM, Li F, White HA, et al.  2006.  Neurofibroma-associated growth factors activate a distinct signaling network to alter the function of neurofibromin-deficient endothelial cells. 
Hum Mol Genet 15(11):1858-1869.

"
"209","NF043019","Wu X, Estwik SA, Chen S, et al.  2006.  Neurofibromin plays a critical role in modulating osteoblast differentiation of mesenchymal stem/progenitor cells.  Hum Mol Genet 15(19):2837-2845."
"210","NF043019","Yang FC, Chen S, Robling AG, et al.  2006.  Hyperativation of p21ras and P13K cooperate to alter murine and human neurofibromatosis type 1-haploinsufficient osteoclast functions.  J Clin Invest 116(11):2880-2891."
"211","NF043032","A.M. Munchhof, F. Li, H.A. White, et al. 2006. Neurofibroma-associated growth factors activate a distinct signaling network to alter the function of neurofibromin-deficient endothelial cells. Human Molecular Genetics 15:1858-1869."
"212","NF043032","Si Y, Ciccone S, Yang F-C, et al.  2006.  Continuous in vivo infusion of interferon-gamma (IFN-[gamma]) enhances engraftment of syngeneic wild-type cells in Fanca-/- and Fancg-/- mice. Blood 108:4283-7."
"213","NF043032","Haneline LS, White H, Yang F-C, et al.  2006.  Genetic reduction of class IA PI-3 kinase activity alters fetal hematopoiesis and competitive repopulating ability of hematopoietic stem cells in vivo.  Blood 107:1375-1382."
"214","NF043032","Li F, Munchhof AM, White HA, et al.  2006.  Neurofibromin is a novel regulator of RASinduced signals in primary vascular smooth muscle cells.  Hum Mol Genet 15:1921-1930."
"215","NF043032","Nebesio TD, Ming W, Chen S, et al.  2006.  Neurofibromin-deficient Schwann cells have increased lysophosphatidic acid dependent survival and migration-implications for increased neurofibroma formation during pregnancy.  Glia 55:527-536."
"216","NF043032","Yang F-C, Chen S, Clegg T, et al.  2006.  Nf1+/- mast cells induce neurofibroma like phenotypes through secreted TGF-b signaling. Human Molecular Genetics 16:1-17."
"217","NF043032","Sharma R, Wu X, Rhodes SD, et al.  2013.  Hyperactive Ras/MAPK signaling is critical for tibial nonunion fracture in neurofibromin-deficient mice.  Hum Mol Genet 22(23):4818-4828."
"218","NF043032","Yan J et al. 2008. Rac1 mediates the osteoclast gains-in-function induced by haploinsufficiency of Nf1. Hum Mol Genet 17(7):936-948."
"219","NF043032","Yang FC, Chen S, Robling AG, et al. 2006. Hyperativation of p21ras and P13K cooperate to alter murine and human neurofibromatosis type 1-haploinsufficient osteoclast functions. J Clin Invest 116(11):2880-2891."
"220","NF043032","Wu X, Chen S, He Y, et al.  2011.  The haploinsufficient hematopoietic microenvironment is sufficient to normalize the pathological fracture repair in genetically engineered murine models of neurofibromatosis type 1.  PLoS One 6(9):e24917."
"221","NF043037","Deacon SW, Beeser A, Fukui JA, et al.  2008.  An isoform-selective, small-molecule inhibitor targets the autoregulatory mechanism of p21-activated kinase.  Chem Biol 15:322-331."
"222","NF043037","Eswaran J, Lee WH, Debreczeni JE, et al.  2007.  Crystal structures of the p21-activated kinases PAK4, PAK5, PAK6 reveal catalytic domain plasticity of active Group II PAKs.  Structure 15:201-213."
"223","NF043037","Rennefahrt UEE, Deacon S, Parker SA, et al.  2007.  Specificity profiling of Pak kinases allows identification of novel phosphorylation sites.  J Biol Chem 282 (21):15667-15678."
"224","NF043037","Deacon SW and Peterson JR. 2008. Chemical inhibition through conformational stabilization of Rho GTPase effectors.  In: Protein-protein Interaction Sites and Scaffoldling Proteins as Potential Drug Targets.  Springer."
"225","NF043037","Flaiz C, Chernoff J, Ammoun S, et al.  2009.  PAK kinase regulates Rac GTPase and is a potential target in human schwannomas.  Exp Neurol 218(1):137-44."
"226","NF043037","Viaud J. and Peterson JR. 2009. An allosteric kinase inhibitor binds the p21-activated kinase autoregulatory domain covalently. Mol Cancer Ther. 8:2559-2565."
"227","NF043040","Curto M, Cole BK, Lallemand D, et al.  2007.  Contact dependent inhibition of EGFR signaling by Nf2/Merlin.  J Cell Biol 177(5):893-903."
"228","NF043040","McClatchey AI and RG Fehon.  2009.  Merlin and ERM proteins -- regulators of receptor distribution and signaling at the cell cortex.  Trends Cell Biol 19(5):198-206."
"229","NF043040","Curto M and McClatchey AI.  2008.  Nf2/Merlin: A coordinator of receptor signaling and intercellular contact.  Br J Cancer 98(2):256-262"
"230","NF043040","Cole BK, Curto M, Chan AW, et al.  2008.  Localization to the cortical cytoskeleton is necessary for Nf2/Merlin-dependent epidermal growth factor receptor silencing.  Mol Cell Biol 28(4):1274."
"231","NF043043","Lepont P, Stickney JT, Foster LA, et al.  2007.  Point mutation in the NF2 gene of HEI-193 schwannoma cells results in expression of a non-growth suppressive merlin isoform.  Mutat Res 637:142-151."
"232","NF043050","Cui Y, Costa RM, Murphy GG, et al.  2008.  Neurofibromin regulation of ERK signaling modulates GABA release and learning.  Cell 135(3):549-560."
"233","NF043050","Bonilha VL, Rayborn ME, Saotome I, et al.  2006.  Microvilli defects in retinas of ezrin knockout mice.  Exp Eye Res 82:720-729."
"234","NF043050","Parada LF, Kwon CH, and Zhu Y.  2005.  Modeling neurofibromatosis type 1 tumors in the mouse for therapeutic intervention.  Cold Spring Harbor Symposia on Quantitative Biology.  Molecular Approaches to Controlling Cancer 70:173-176."
"235","NF043050","Yang F, Chen S, Clegg T, et al.  2006.  Nf1+/- mast cells induce neurofibroma like phenotypes through secreted TGF-beta signaling.  Hum Mol Genet 15:2421-2437."
"236","NF043050","Elefteriou F, Benson MD, Sowa H, et al.  2006.  ATF4 mediation of NF1 pathology in bone reveals a nutritional basis for congenital skeletal dysplasia.  Cell Metab 4:441-451."
"237","NF043050","Kim A, Morgan K, Hasz DE, et al.  2007.  Beta  common receptor inactivation attenuates myeloproliferative disease in Nf1 mutant mice.  Blood 109:1687-91."
"238","NF043050","Curto M, Cole BK, Lallemand D, et al.  2007.  Contact-dependent inhibition of EGFR signaling by Nf2/Merlin.  J Cell Biol 177:893-903."
"239","NF043050","Cole B, Curto M, McClatchey AI.  2008.  Localization to the cortical cytoskeleton is necessary for Nf2/Merlin-dependent EGFR silencing.  Mol Cell Biol 28:1274-84."
"240","NF043050","Schubbert S, Shannon K, Bollag G.  2007.  Hyperactive Ras signaling in developmental disorders and cancer.  Nat Reviews Cancer 7:295-308."
"241","NF043050","Diaz-Flores E and Shannon K.  2007.  Targeting oncogenic Ras.  Genes Develop 21:1989-1992."
"242","NF043050","Kolanczyk M, Kossler N, Kuhnisch J, et al.  2007.  Multiple roles for neurofibromin in skeletal development and growth.  Human Mol Genet 16:874-886."
"243","NF043050","Romero MI, Lin L, Lush ME, et al.  2007.  Deletion of NF1 in neurons induces increased axon collateral branching after dorsal root injury.  J Neuroscience 27:2124-2134.

"
"244","NF043050","Le L and Parada LF.  2007.  Tumor microenvironment and neurofibromatosis type I:Connecting the GAPs.  Oncogene 12:26(32):4609-4616."
"245","NF043050","McLaughlin ME, Kruger GM, Slocum KL, et al.  2007.  The Nf2 tumor suppressor regulates cell-cell adhesion during tissue fusion.  PNAS 104: 3261-3266."
"246","NF043050","Kalamarides M, Stemmer-Rachamimov AO, Takahashi M, et al.  2008.  Natural history of meningioma development in mice reveals a synergy in Nf2 and p16Ink4a mutations.  Brain Pathol 18:62-70."
"247","NF043050","Diaz-Flores E and Shannon K.  2008.  Targeting oncogenic Ras.  Genes Dev 21:1989-1992."
"248","NF043050","Farassati F, Pan W, Yamoutour F, et al.  2008.  Ras signaling influences permissiveness of malignant peripheral nerve sheath tumor cells to oncolytic herpes.  Am J Pathol 173(6):1861-1872."
"249","NF043050","Kwon CH, Zhao D, Chen J, et al.  2008.  Pten haploinsufficiency accelerates formation of high grade astrocytomas.  Cancer Res 68(9):3286-3294."
"250","NF043050","Lush ME, Li Y, Kwon CH, et al.  2008.  Neurofibromin is required for barrel formation in the mouse somatosensory cortex.  J Neurosci 28(7):1580-1587."
"251","NF043050","Alcantara Llaguno SR, Chen J, and Parada LF.  2009.  Signaling in malignant astrocytomas: Role of neural stem calls and its therapeutic implications.  Clin Cancer Res 15(23):7124-9."
"252","NF043050","Morris ZS and McClatchey AI.  2009.  The neurofibroma cell of origin: SKPs expand the playing field.  Cell Stem Cell 4(5):371-372."
"253","NF043050","Alcantara Llaguno S, Chen J, Kwon CH, et al.  2009.  Malignant astrocytomas originate from neural stem/progenitor cells in a somatic tumor suppressor mouse model.  Cancer Cell 15(1):45-56."
"254","NF043050","
Lallemand D, Lampin A, and Giovannini M.  2009.  Tumor suppression functions of merlin are independent of its role as an organizer of Schwann cell actin cytoskeleton.  J Cell Sci 122(Pt 22):4141-4149.
"
"255","NF043050","Lallemand D, Manent J, Couvelard A, et al.  2009.  Merlin regulates transmembrane receptor accumulation and signaling at the plasma membrane in primary mouse Schwann cells and in human schwannomas.  Oncogene 28(6):854-865."
"256","NF043050","Lauchle JO, Kim D, Le DT, et al.  2009.  Response and resistance to MEK inhibition in leukemias initiated by hyperactive Ras.  Nature 461:411-414."
"257","NF043050","Lin L, Chen J, Richardson JA, et al.  2009.  Mice lacking neurofibromin develop gastric hyperplasia.  Am J Physiol Gastrointest Liver Physiol 297(4):G751-G761."
"258","NF043050","Curto M and McClatchey AI.  2008.  Nf2/Merlin: A coordinator of receptor signaling and intercellular contact.  Br J Cancer 98(2):256-262."
"259","NF043050","Alcantara Llaguno S, Chen J, Kwon C.-H, et al.  2008.  Neural and cancer stem cells in tumor suppressor mouse models of malignant astrocytoma.  Cold Spring Harb Symp Quant Biol 73:421-426."
"260","NF043050","Parrinello S, Noon LA, Harrisingh MC, et al.  2008.  NF1 loss disrupts Schwann cell-axonal interactions: A novel role for semaphorin 4F.  Genes Dev 22(23):3335-3348.

"
"261","NF043050","Yang FC, Ingram DA, Chen S, et al.  2008.  NF1-dependent tumors require a microenvironment containing Nf1+/- and c-kit dependent bone marrow.  Cell 135:437-448."
"262","NF043050","Schubbert S, Bollag G, and Shannon K.  2007.  Deregulated Ras signaling in developmental disorders: New tricks for an old dog.  Curr Opin Genet Develop 17:15-22."
"263","NF043050","Morris ZS and McClatchey AI.  2009.  Aberrant epithelial morphology and persistent EGFR signaling in a mouse model of renal cell carcinoma.  Proc Nat Acad Sci 106(24):976-982.

"
"264","NF043050","Yin B, Delwel R, Valk PJ, et al.  2009.  A retroviral mutagenesis screen reveals strong cooperation between Bcl11a overexpression and loss of the Nf1 tumor suppressor gene.  Blood 113:1075-1085."
"265","NF043107","Dilworth JT, Kraniak JM, Wojtkowiak JW, et al.  2006.  Molecular targets for emerging anti-tumor therapies for Neurofibromatosis Type 1.  Biochem Pharmacol 72:1485-92."
"266","NF043107","Wojtkowiak JW, Fouad F, LaLonde DT, et al, 2008. Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin. J Pharmacol Exp Ther. 326:1-11."
"267","NF043115","Mautner VF, Asuagbor FA, Dombi E, et al.  2008.  Assessment of benign tumor burden by whole-body MRI in patients with neurofibromatosis 1.  Neuro Oncol 10(4):593-598."
"268","NF050009","Okada M, Wang Y, Jang S-W, et al.  2009.  Akt Phosphorylation of merlin enhances its binding to phosphatidylinositols and inhibits tumor suppressive activities of merlin.  Cancer Res 69(9):4043-4048."
"269","NF050012","Wilker EW, Yaffe MB, Stemmer-Rachamimov A, et al.  2008.  Validation of the p21-activated kinases as targets for inhibition in neurofibromatosis type 2.  Cancer Res 68(19):7932-7."
"270","NF050014","Farassati F, Pan W, Yamoutpour F, et al.  2008.  Ras signaling influences permissiveness of malignant peripheral nerve sheath tumor cells to oncolytic herpes.  Am J Pathol 173(6):1861-1872."
"271","NF050022","Higham CS, Steinberg SM, Dombi E, et al. 2017. SARC006: Phase II Trial of Chemotherapy in Sporadic and Neurofibromatosis Type 1 Associated Chemotherapy-Naive Malignant Peripheral Nerve Sheath Tumors. Sarcoma. Vol. 2017, Article ID 8685638, 8 pages."
"272","NF050028","Banerjee S, Byrd JN, Gianino SM, et al.  2010.  Neurofibromin controls cell growth by regulating STAT3 activity in vitro and in vivo.  Cancer Res 70:1356-1366."
"273","NF050028","Banerjee S, Gianino SM, Gao F, et al.  2011. Interpreting mammalian target of rapamycin and cell growth inhibition in a genetically-engineered mouse model of Nf1-deficient astrocytes.  Mol Cancer Ther 10(2)279-291."
"274","NF050028","Hegedus B, Banerjee D, Yeh T-H, et al.  2008.  Preclinical cancer therapy in a mouse model of neurofibromatosis-1 optic glioma.  Cancer Res 68:240-249."
"275","NF050028","Banerjee D, Hegedus B, Gutmann DH, et al.  2007.  Detection and measurement of neurofibromatosis-1 mouse optic glioma in vivo.  Neuroimage 35:1434-1437."
"276","NF050030","Flaiz C, Chernoff J, Ammoun S, et al.  2009.  PAK kinase regulates Rac GTPase and is a potential target in human schwannomas.  Exp Neurology 218:137-144."
"277","NF050030","Deacon SW, Beeser A, Fukui JA, et al.  2008.  An isoform-selective, small-molecule inhibitor targets the autoregulatory mechanism of p21-activated kinase.  Chemistry & Biology 15(4):322-231."
"278","NF050041","Roth TM, Ramamurthy P, Muir D, et al.  2008.  Influence of hormones and hormone metabolites on the growth of Schwann cells derived from embryonic stem cells and tumor cell lines expressing variable levels of neurofibromin.  Dev Dyn 237:513-524."
"279","NF050041","Zheng H, Chang L, Patel N, et al.  2008.  Induction of abnormal proliferation by non-myelinating Schwann cells triggers neurofibroma formation.  Cancer Cell 13:117-128."
"280","NF050041","Joseph NM, Mosher JT, Buchstaller J, et al.  2008.  The loss of Nf1 transiently promotes self renewal but not tumorigenesis by neural crest stem cells.  Cancer Cell 13:129-140."
"281","NF050043","Bai Y, Liu YJ, Wang H, et al.  2007. Inhibition of the hyaluronan-CD44 interaction by merlin contributes to the tumor suppressor activity of merlin.  Oncogene 26:836-50."
"282","NF050043","Stamenkovic I and Yu Q.  2008.  CD44 meets merlin and ezrin:  Their interplay mediates the pro-tumor activity of CD44 and tumor-suppressing effect of merlin.  In:  Hyaluronan in Cancer Biology (Stern R, Ed.).  Elsevier Publishing, Amsterdam, The Netherlands."
"283","NF050043","Xu Y, Stamenkovic I, and Yu Q.  2010.  CD44 attenuates activation of the Hippo signaling pathway and is a prime therapeutic target for glioblastoma.  Cancer Res 70(6):2455-64."
"284","NF050043","Stamenkovic I and Yu Q.  2010.  Merlin, a 'magic' linker between the extracellular cues and intracellular signaling pathways that regulate cell motility, proliferation, and survival.  Curr Protein Pept Sci 11(6):471-484"
"285","NF050043","Stamenkovic I and Yu Q.  2009.  Shedding light on proteolytic cleavage of CD44: The responsible sheddase and functional significance of shedding.  J Invest Dermatol 129:1321-4."
"286","NF050050","Crotti TN, Walsh NC, Barnes GL, et al.  2006.  Neurofibromin expression in bone fracture healing.  J Bone Miner Res 21:S429."
"287","NF050061","Striedinger KS, VandenBerg SR, Baia GS, et al.  2008.   The neurofibromatosis 2 tumor suppressor gene product, merlin, regulates meningioma cell growth by signaling through YAP. Neoplasia 10:1204-112."
"288","NF050083","Dorsi M, Chen L, Murinson B, et al.  2008.  The tibial neuroma transposition (TNT) model of neuroma pain and hyperalgesia.  Pain 134(3):320-334."
"289","NF050130","Scheidenhelm DK, Pelletier CL, Weber JD, et al.  2007.  Mammalian target of rapamycin:master regulator of cell growth in the nervous system.  Histol Histopathol 22:895-903."
"290","NF050133","Stevenson DA, Viskochil DH, Schorry EK, et al.  2007. The use of anterolateral bowing of the lower leg in the diagnostic criteria for neurofibromatosis type 1.  Genet Med 9:409-412.

"
"291","NF050137","Bakal C, Aach J, Church G, Perrimon N. Quantitative Morphological Signatures Define Local Signaling Networks Regulating Cell Morphology. Science. 2007 Jun 22;316(5832):1753-6."
"292","NF050145","Demestre M, Herzberg J, Holtkamp N, et al. 2010.  Imatinib mesylate (Glivec) inhibits Schwann cell viability and reduces the size of human plexiform neurofibroma in a xenograft model. J. Neurooncol 98(1):11-19."
"293","NF050145","Holtkamp N, Malzer E, Zietsch J, et al.  2008.  EGFR and erbB2 in malignant peripheral nerve sheath tumors and implications for targeted therapy.  Neuro Oncol 10(6):946-957."
"294","NF050145","Demestre M, Messerli SM, Celli N, et al.  2009.  CAPE (caffeic acid phenethyl ester)-based propolis extract (Bio 30) suppresses the growth of human neurofibromatosis (NF) tumor xenografts in mice.  Phytother Res 23(2):226-230."
"295","NF050145","Holtkamp N, Okuducu AF, Mucha J, et al.  2006.  Mutation and expression of PDGFRA and KIT in malignant peripheral nerve sheath tumors, and its implications for imatinib sensitivity.  Carcinogenesis 7(3):664-671."
"296","NF050153","Acosta MT, Kardel PG, Walsh KS, et al.  2011.  Lovastatin as treatment for neurocognitive deficits in NF1: Phase I study.  Pediatr Neurol 45(4):241-5."
"297","NF050153","Chabernaud C, Mennes M, Kardel PG, et al.  2012.  Lovastatin regulates brain spontaneous low-frequency brain activity in neurofibromatosis type 1.  Neurosci Lett 515(1):28-33."
"298","NF050171","Kielland A, Bochorishvili G, Corson J, et al.  2009.  Activity patterns govern synapse-specific AMPA-R trafficking between deliverable and synaptic pools.  Neuron 62:84-101."
"299","NF050171","Hu H, Qin Y, Bochorishvili G, et al.  2008.  Ras signaling mechanisms underlying impaired GluR1-dependent plasticity associated with fragile X syndrome.  J Neurosci 28:7847-7862."
