"","Proposal Number","Publication"
"690","PC010427","Wu TG, Rose WA II, Albrecht TB, et al.  2007.  IFN-alpha-induced murine B16 melanoma cancer vaccine cells:  induction and accumulation of cell-associated IL-15.  J Interferon Cytokine Res 27:13-22."
"691","PC010427","Fleischmann WR, Jr., and TG Wu, 2005.  Development of an Interferon-based Cancer Vaccine Protocol:  Applications to Several Types of Murine Cancers.  In DJJ Carr, ed., Interferon Methods and Protocols, Totowa:  Humana Press.

"
"692","PC010427","Fleischmann WR, Jr., and TG Wu, 2004.  Development of a vaccine against cancers.  Medicinski Razgledi 43(suppl. 5):51-61."
"693","PC010431","Gududuru V, Hurh E, Dalton JT, et al.  2005.  Discovery of 
2-arylthiazolidine-4-carboxylic acid amides as a new class of cytotoxic agents for prostate cancer.  J Med Chem 48:2584-2588.
"
"694","PC010431","Gududuru V, Hurh E, Sullivan J, et al.  2005.  SAR studies of 2 arylthiazolidine-4-carboxylic acid amides:  A novel class of cytotoxic agents for prostate cancer.  Bioorg Med Chem Lett 15:4010-4013."
"695","PC010435","Simpson MA, Reiland J, Burger SR, et al.  2001.  Hyaluronan synthase elevation in metastatic prostate carcinoma cells correlates with hyaluronan surface retention, a prerequisite for rapid adhesion to bone marrow endothelial cells.  J Biol Chem 276:17949-17957."
"696","PC010435","·Simpson MA WCaMJ (2002): Inhibition of prostate tumor cell hyaluronan synthesis impairs subcutaneous growth and vascularization in immunocompromised mice. Am. J. Pathol.  161:849-857."
"697","PC010435","Bullard KM, Kim HR, Wheeler MA, et al.  Hyaluronan synthase-3 is upregulated in metastatic colon carcinoma cells and manipulation of expression alters matrix retention and cellular growth.  Int J Cancer 107:739-746"
"698","PC010435","McCarthy JB and Simpson MA.  2003.  Hyaluronan in prostate cancer progression.  Glycoforum.  (Web based- http://www.glycoforum.gr.jp/)."
"699","PC010435","Simpson MA, Wilson CM, Furcht LT, et al.  2002.  Manipulation of hyaluronan synthase expression in prostate adenocarcinoma cells alters pericellular matrix retention and adhesion to bone marrow endothelial cells.  J Biol Chem 277:10050-10057."
"700","PC010436","·Posey JT, Soloway MS, Ekici S, et al.  2003.  Evaluation of the prognostic potential of hyaluronic acid and hyaluronidase (HYAL1) for prostate cancer.  Cancer Res. 63(10): 2638-2644."
"701","PC010436","Isoyama T, Thwaites D, Selzer MG, et al.  2006.  Differential selectivity of hyaluronidase inhibitors toward acidic and basic hyaluronidases.  Glycobiology 16:11-21."
"702","PC010436","Cohen BL, Gomez P, Omori Y, et al.  2006.  Cyclooxygenase-2 (COX-2) expression is an independent predictor of prostate cancer recurrence.  Int J Cancer 119:1082-7."
"703","PC010436","Lokeshwar VB, Cerwinka WH, Lokeshwar BL.  2005.  HYAL1 hyaluronidase: A molecular determinant of bladder cancer growth and invasion.  Cancer Res 65:2243-50.

"
"704","PC010436","Franzmann E, Schroeder GL, Goodwin GJ, et al.  2003.  Expression of tumor markers, hyaluronic acid and hyaluronidase, in head and neck tumors.  Int J Cancer 106:438-445."
"705","PC010436","Ekici S, Cerwinka WH, Duncan RC, et al.   2004.  Comparison of the prognostic potential of hyaluronic acid, hyaluronidase (HYAL1), CD44v6 and microvessel density for prostate cancer.  
Int J Cancer 112:121-129.
"
"706","PC010436","Dandekar DS, Lokeshwar VB, Cevallos-Ariello E, et al.  2003.  An orally active Amazonian plant extract (birm) inhibits prostate cancer growth and metastasis.  Cancer Chemother Pharmalcol 52:59-66."
"707","PC010436","Lokeshwar VB, Cerwinka WH, and Lokeshwar BL.  HYAL1 hyaluronidase in prostate cancer: A tumor promoter and a suppressor.  Cancer Res 65:7782-7789."
"708","PC010436","Lokeshwar VB, Schroeder GL, Carey RI, Soloway MS, Iida N (2002): Regulation of hyaluronidase activity by alternative mRNA splicing. J Biol Chem 277:33654-63."
"709","PC010448","Fei B, Wang H, Muzic RF, et al. (2006). Deformable and rigid registration of MRI and microPET images for photodynamic therapy of cancer in mice, Medical Physics, 33:753-60.

"
"710","PC010448","Fei B, Duerk D, Sodee D, et al.  2005.  Semiautomatic nonrigid registration for the prostate and pelvic MR volumes.  Acad Radiol, 12:815-24.
"
"711","PC010448","Fei B, Lee Z, Duerk J, et al.  2003.  Slice to volume registration and its potential application to interventional MRI guided radiofrequency thermal ablation of prostate cancer.  IEEE Transactions on Medical Imaging 22:515-525.
"
"712","PC010448","·Fei BW, Lee Z, Boll DT, et al.  2003.  Image registration and fusion for interventional MRI guided thermal ablation of prostate cancer.  Lecture Notes in Computer Science   2879:364-372."
"713","PC010448","·Fei BW, Lee Z, Duerk JL, et al.  2003.  Image registration for interventional MRI guided procedures: similarity measurements, interpolation methods, and applications to the prostate. Lecture Notes in Computer Science 2717:221-229."
"714","PC010448","Fei BW, Lee Z, Duerk JL, et al.  2004.  Registration and fusion of SPECT, high resolution MRI and interventional MRI for thermal ablation of prostate cancer.  IEEE Transductions on Nuclear Science 51:177-183."
"715","PC010448","Fei B, Duerk JL, Wilson DL (2002): Automatic 3D registration for interventional MRI-guided treatment of prostate cancer. Comput Aided Surg 7:257-67."
"716","PC010448","Fei B, Kemper C, Wilson DL (2003): A comparative study of warping and rigid body registration for the prostate and pelvic MR volumes. Comput Med Imaging Graph 27:267-81."
"717","PC010449","·Mohler JL, Gregory CW, Ford OH, et al.  2004.  The androgen axis in recurrent prostate cancer.  Clin. Cancer Res.    10:440-448."
"718","PC010449","·Ford OH, Gregory CW, Collins Q, et al.  2003.  Androgen receptor gene amplification and protein expression in recurrent prostate cancer.  J. Urology 170:1817-1821."
"719","PC010449","·Calvo BF, Levine AM, Marcos M, et al.  2003.  Human epidermal receptor-2 expression in prostate cancer.  Clin. Cancer Res. 9:1087-1097."
"720","PC010449","·Gregory CW, Fei X, Pontuta LA, et al.  2004.  Epidermal growth factor increases coactivation of the androgen receptor in recurrent prostate cancer.  J. Biol. Chem. 279:7119-7130."
"721","PC010449","Gregory CW, Whang YE, McCall W, et al.  2005.  Heregulin-induced activation of HER2 and HER3 increases androgen receptor transactivation and CWR-R1 human recurrent prostate cancer cell growth.  Clin Cancer Res 11:1704-12."
"722","PC010449","He B, Gampe RT, Kole AJ, et al.  2004.  Structural basis for androgen receptor interdomain and coactivator interactions suggests a transition in nuclear receptor activation function dominance.  Mol Cell 16:425-438."
"723","PC010449","Bai S, He B, and Wilson EM.  2005.  Melanoma antigen gene protein MAGE-11 regulates androgen receptor function by modulating the interdomain interaction.  Mol Cell Biol 25:1238-1257."
"724","PC010449","He B, Bai S, Hnat AT, et al.  2004.  An androgen receptor NH2-terminal signature motif interacts with carboxyl terminus of Hsp70-interacting protein CHIP.  J Biol Chem 279:30643-30653."
"725","PC010449","He B, Gampe RT, Hnat AT, et al.  2006.  Probing the functional link between androgen receptor coactivator and ligand binding sites in prostate cancer and androgen insensitivity.  J Biol Chem 281:6648-6663."
"726","PC010458","Freedland SJ PAPSZAGTEDMWNDTCBAS (2003): Heterogeneity of molecular targets on clonal cancer lines derived from a novel hormone-refractory prostate cancer tumor system. Prostate 55:299-307."
"727","PC010458","Freedland SJ SDLAPAPSHSWJZANDTCPABAS (2003): Loss of CD10 (neutral endopeptidase) is a frequent and early event in human prostate cancer. Prostate 55:71-80."
"728","PC010458","·Singh S, Sadacharan S, Su S, et al. (2003)  Overexpression of vimentin: Role in the invasive phenotype in an androgen-independent model of prostate cancer.  Cancer Research 63:2306-2311.

"
"729","PC010458","·An S, Sun YP, Adams J, et al. (2003)  Drug interactions between the proteasome inhibitor bortezomib and cytotoxic chemotherapy, tumor necrosis factor (TNF) alpha and TNF-related apoptosis-inducing ligand in prostate cancer.  Clinical Cancer Research 9:4537-4545."
"730","PC010458","Liu AY, Brubaker KD, Goo YA, et al.  2004.  Lineage relationship between LNCaP and LNCaP-derived prostate cancer cell lines.  Prostate 60:98-108."
"731","PC010459","·Lee ECY, Packman K, and Tenniswood M.  2003.  Antiandrogen induced cell death in LNCaP human prostate cancer cells.  Cell Death Differentiation 10:761-771."
"732","PC010459","·Lee ECY and Tenniswood M.  2004.  Programmed cell death and survival pathways in prostate cancer cells.  Arch. Androl 50:27-32."
"733","PC010459","·Lee ECY and Tenniswood M.  2004.  Emergence of metastatic hormone refractory disease in prostate cancer after anti-androgen therapy. Journal of Cellular Biochemistry 91:662-70."
"734","PC010459","Lee EC, Tenniswood MP. 2004.  Emergence of metastatic hormone-refractory disease in prostate cancer after anti-androgen therapy.  J Cell Biochem 91(4):662-670."
"735","PC010459","Tenniswood M, Lee EC. 2004.  On the trail of cell death pathways in prostate cancer. Cancer Biol Ther 3(8):769-771."
"736","PC010459","Zhan P, Lee EC, Packman K, Tenniswood M (2002): Induction of invasive phenotype by Casodex in hormone-sensitive prostate cancer cells. J Steroid Biochem Mol Biol 83:101-11."
"737","PC010461","Anilkumar G, Rajasekaran SA, Wang S, Hankinson O, Bander NH, Rajasekaran AK (2003): Prostate-specific membrane antigen association with filamin A modulates its internalization and NAALADase activity. Cancer Res 63:2645-8."
"738","PC010461","Christiansen JJ, Rajasekaran SA, Moy P, Butch A, Goodglick L, Gu Z, Reiter RE, Bander NH, Rajasekaran AK (2003): Polarity of prostate specific membrane antigen, prostate stem cell antigen, and prostate specific antigen in prostate tissue and in a cultured"
"739","PC010461","·Rajasekaran SA, Anilkumar E, Oshima E, et al.  2003.  A novel cytoplasmic tail MXXXL motif mediates the internalization of prostate-specific membrane antigen.  Mol. Biol. Cell.   14:4835-4845. 

"
"740","PC010461","Rajasekaran AK, G Anilkumar, and J Christiansen.  Is prostate specific membrane antigen a multifunctional protein?  Amer. J. Phys., Cell Phys., 288:C975-81."
"741","PC010461","Christiansen JJ, S Rajasekaran, L chung, et al.  N-glycosylation and microtubule integrity are involved in apical targeting of prostate-specific membrane antigen:  Implications for immunotherapy.  Mol. Cancer Ther., 4:704-14.

"
"742","PC010461","Christiansen J, Rajasekaran S, Inge L, et al.  2005.  N-glycosylation and microtubule integrity are involved in apical targeting of prostate-specific membrane antigen: implications for immunotherapy.  Mol Cancer Ther 4(5):704-14.
"
"743","PC010461","Rajasekaran AK, Anilkumar G, and Christiansen J.  2005.  Is prostate-specific membrane antigen a multifunctional protein? Am J Physiol Cell Physiol 288:C975-C981.

"
"744","PC010463","Hanks BA, Jiang J, Singh R, et al.  2005.  Re-engineered CD40 receptor enables potent pharmacological activation of dendritic cell cancer vaccines in vivo.  Nature Med 11:130-7.
 
"
"745","PC010468","Saika T1, Kusaka N, Mouraviev V, et al.  2006.  Therapeutic effects of adoptive splenocyte transfer following in situ AdIL-12 gene therapy in a mouse prostate cancer model.  Cancer Gene Ther 13(1):91-98."
"746","PC010468","Saika T, Kusaka N, Mouraviev V, et al.  2006.  Therapeutic effects of adoptive splenocyte transfer following in situ AdIL-12 gene therapy in a mouse prostate cancer model.  Cancer Gene Ther 13:91-8."
"747","PC010468","·Satoh T, Saika T, Ebara S, et al.  2003.  Macrophages transduced with adenoviral vectors to express IL-12 suppress tumor growth and metastasis in pre-clinical models of prostate cancer.  Cancer Research 63:7853-7860."
"748","PC010468","Saika T, Satoh T, Kusaka N, et al.  Route of administration influences the anti-tumor effects of bone marrow derived dendritic cells engineered to produce interleukin-12 in a metastatic mouse prostate cancer model. Cancer Gene Therapy 11:317-24."
"749","PC010476","Schwarze SR, Fu VX, Desotelle JA, Kenowski ML, Jarrard DF. 2005. The identification of senescence-specific genes during the induction of senescence in prostate cancer cells. Neoplasia. 7(9):816-823."
"750","PC010476","Faith D, Han S, Lee DK, Friedl A, Hicks JL, De Marzo AM, Jarrard DF. 2005. p16 is upresgulated in proliferative inflammatory atrophy of the prostate. Prostate. 65(1):73-82."
"751","PC010476","Schwarze SR, Luo J, Isaacs WB, Jarrard DF. 2005. Modulation of CXCL14 (BRAK) expression in prostate cancer. Prostate. 64(1):67-74."
"752","PC010476","Atwood CS, Barzilai N, Brown-Borg HM, et al.  2003.  Pennington Scientific Symposium on Mechanisms and Retardation of Aging.  Exp Gerontol 38:1217-1226."
"753","PC010476","Fu VX, Schwarze SR, Grabert L, et al.  2004.  A loss of IGF2 imprinting in modulated by CTCF downregulation at senescence in human epithelial cells.  J Biol Chem 279:52218-52226."
"754","PC010477","Claessens F and Gewirth DT.  2004.  DNA recognition by nuclear receptors.  Essays Biochem 40:59-72."
"755","PC010480","Thompson TA, and G Wilding, 2003.  Androgen antagonist activity by the antioxidant moiety of vitamin E, 2,2,5,7,8-pentamethyl-6-chromanol in human prostate carcinoma cells.  Mol. Cancer Therap. 2:797-803."
"756","PC010480","Church DR, E Lee, TA Thompson, et al., 2004.  Induction of AP-1 activity by androgen activation of the androgen receptor in LNCaP human prostate carcinoma cells.  Prostate 63:155-68."
"757","PC010480","Mehraein-Ghomi F, Lee E, Church DR, et al.  2008.  JunD mediates androgen-induced oxidative stress in androgen dependent LNCaP human prostate cancer cells.  Prostate 68(9):924-934. "
"758","PC010482","·Schwarze SR, Fu VX, and Jarrard FD.  2003.  Cdc37 enhances proliferation and is necessary for normal human prostate epithelial cell survival. Cancer Res. 63:4614-4619."
"759","PC010488","Gully J, Arlen Ph, Bastian A, et al.  2005.  Combining a Recombinant Cancer Vaccine with Standard Definitive Radiotherapy in Patients with Localized Prostate Cancer.  Clin Cancer Res 11:3353-62.
"
"760","PC010489","Chen M, Fu YY, Lin CY, et al. 2007 Prostasin induces protease-dependent and independent molecular changes in the
human prostate carcinoma cell line PC-3. Biochim Biophys Acta 1773(7):1133-1140."
"761","PC010489","Lin HY, Zhang H, Yang Q, et al.  2006.  Expression of prostasin and protease nexin-1 in rhesus monkey (Macaca mulatta) endometrium and placenta during early pregnancy.  J Histochem Cytochem 54:1139-47."
"762","PC010489","Chen LM, Wang C, Chen MQ, et al.  2006.  Prostasin attenuates inducible nitric oxide synthase expression in lipopolysaccharide-induced urinary bladder inflammation.  Am J Physiol Renal Physiol 291:F567-77."
"763","PC010489","Chen MQ, Chen LM, and Chai KX.  2006.  Androgen regulation of prostasin gene expression is mediated by sterol-response element-binding proteins and SLUG.  Prostate 66:911-20."
"764","PC010489","Narikiyo T, Kitamura K, Adachi M, Miyoshi T, Iwashita K, Shiraishi N, Nonoguchi H, Chen LM, Chai KX, Chao J, Tomita K (2002): Regulation of prostasin by aldosterone in the kidney. J Clin Invest 109:401-8."
"765","PC010489","Chen, L. M., Zhang, X., Chai, K. X.  2004.  Regulation of prostasin expression and function in the prostate 59:1-12."
"766","PC010489","Chen MQ, Chen LM, and Chai KX.  2006.  Mechanisms of sterol regulatory element binding 
protein-2 (SREBP-2) regulation of human prostasin gene expression.  Biochem Biophys Res Commun 346:1245-53."
"767","PC010490","Hamilton-Reeves JM, Rebello SA, Thomas W, et al.  2007.  Soy protein isolate increases urinary estrogens and the ratio of 2:16alpha-hydroxyestrone in men at high risk of prostate cancer. J Nutr  137:2258-2263."
"768","PC010490","Hamilton-Reeves JM, Rebello SA, Thomas W, et al.  2007.  Isoflavone-rich soy protein isolate suppresses androgen receptor expression without altering estrogen receptor beta expression or serum hormonal profiles in men at high risk of prostate cancer.  J Nutr 137(7):1769-1775."
"769","PC010490","Hamilton-Reeves J and Kurzer MS.  2003.  Effects of soy isoflavone consumption on reproductive hormones in males.  Soy Connection 11(4):3-5."
"770","PC010496","Weng J, Ma W, Mitchell D, Zhang J, Liu M. 2005. Regulation of human prostate-specific G-protein-coupled receptor, PSGR, by two distinct promoters and growth factors. J. Cell Biochem. 96(5):1034-1048."
"771","PC010496","Guo X, Stafford LJ, Bryan B, Xia C, Ma W, Wu X, Liu D, Songyang Z, Liu M (2003): A Rac/Cdc42-specific exchange factor, GEFT, induces cell proliferation, transformation, and migration. J Biol Chem 278:13207-15."
"772","PC010496","Weng J, J Wang, Y Cai, et al., 2005.  Increased expression of prostate-specific G-protein coupled receptor (PSGR) in human prostate intraepithelial neoplasia (PIN) and prostate cancers.  Int. J. Cancer 113(5):811-8."
"773","PC010496","Weng J, Wang J, Hu X, Wang F, Ittman M, Liu M. 2006. PSGR2, a novel G-protein coupled receptor, is overexpressed in human prostate cancer. Int. J. Cancer. 118(6):1471-1480."
"774","PC010497","Chirgwin JM, Mohammad KS, and Guise TA.  2004.  Tumor-bone cellular interactions in skeletal metastases.  J Musculoskelet Neuronal Interact 4:308-318."
"775","PC010497","Clines GR, Chirgwin JM, and Guise TA.  2004.  Skeletal complications of malignancy: Central role of the osteoblast.  
In: Topics in Bone Biology Vol 2."
"776","PC010497","Guise TA and Chirgwin JM.  2004.  Biology of bone metastases.  In: Diseases of the Breast 3rd Edition.  Harris, Lippman, Morrow, and Osborne (eds).  Lippincott Williams & Wilkins, 1285-1296.

"
"777","PC010497","Graham Solomons JT, Burns S, Wessner L, et al.  2004.  The crystal structure of mouse phosphoglucose isomerase* at 1.6 &#506; resolution and its complex with glucose 6-phosphate reveals the mechanism of sugar ring opening.  J Mol Biol 342:847-860. (*Phosphoglucose isomerase is identical to tumor autocrine motility factor, which plays an established role in tumor progression, including prostate cancer)."
"778","PC010497","Guise TA, Kozlow WM, Heras-Herzig A, et al.  2004.  Molecular mechanisms of breast cancer metastases to bone.  Clin Breast Cancer 5:S46-53.

"
"779","PC010499","Sardar VM, Bautista DL, Fischer DJ, et al. 2002. Molecular basis for lysophosphatidic acid receptor antagonist selectivity.  Biochemica et Biophysica Acta. 1582:309-317.
 
"
"780","PC010499","Parrill AL, Sardar VM, and Yaun H. 2004. Sphingosine 1-phosphate and lysophosphatidic acid receptors: Agonist and antagonist binding and progress towards development of receptor-specific ligands. Sem Cell Dev Biol. 15:467-76."
"781","PC010499","Virag T, Elrod DB, Liliom K, Sardar VM, Parrill AL, Yokoyama K, Durgam G, Deng W, Miller DD, Tigyi G (2003): Fatty alcohol phosphates are subtype-selective agonists and antagonists of lysophosphatidic acid receptors. Mol Pharmacol 63:1032-42."
"782","PC010501","Ghosh J.  2004.  Rapid induction of apoptosis in prostate cancer cells by selenium: Reversal by metabolites of arachidonate 5-lipoxygenase.  Biochem Biophys Res Commun 315:624-635.

"
"783","PC010501","·Ghosh J and Myers CE.  2002.  Molecular mechanisms of prostate cancer cell death triggered by inhibition of arachidonate     5-lipoxygenase: Involvement of Fas death receptor-mediated signals.  Adv. Exp. Med. Biol. 507:415-420."
"784","PC010501","Sarveswaran S, Thamilselvan V, Brodie C, et al.  2011. Inhibition of 5-lipoxygenase triggers apoptosis in prostate cancer cells via down-regulation of protein kinase C-epsilon. 
Biochim Biophys Acta 1813(12):2108-2117."
"785","PC010501","Sarveswaran S, Myers CE, Ghosh J. 2010. MK591, a leukotriene biosynthesis inhibitor, induces apoptosis in prostate cancer cells: synergistic action with LY294002, an inhibitor of phosphatidylinositol 3'-kinase.  Cancer Lett 291(2):167-176."
"786","PC010501","·Ghosh J.  2003.  Inhibition of arachidonate 5-lipoxygenase triggers prostate cancer cell death through rapid activation of c-Jun N-terminal kinase.  Biochem. Biophys. Res. Commun. 307:342-349."
"787","PC010501","Sundaram S and Ghosh J.  2006.  Expression of 5-oxoETE receptor in prostate cancer cells: Critical role in survival.  Biochem Biophys Res Commun 339:93-98."
"788","PC010503","Korokhov N1, Mikheeva G, Krendelshchikov A,et al.  2003,Targeting of adenovirus via genetic modification of the viral  capsid combined with a protein bridge. J Virol 77(24):12931-12940. "
"789","PC010505","Fan X, Du W, MacEneaney P, Zamora M, Karczmar G (2002): Structure of the water resonance in small voxels in rat brain detected with high spectral and spatial resolution MRI. J Magn Reson Imaging 16:547-52."
"790","PC010505","Fan X, Medved M, River J, et al.  2004.  A new model for analysis of dynamic contrast enhanced MRI data distinguishes metastatic from non-metastatic rodent prostate tumors.  Magn Reson Med 51(3):487-94."
"791","PC010505","Medved M, Karczmar G, Dignam J, et al.  2004.  Semi-quantitative analysis of dynamic contrast enhanced MRI in cancer patients: Variability and changes in tumor tissue over time.  Magn Reson Imaging 20:122-8."
"792","PC010505","Medved M, Newstead G, Fan X, et al.  2004.  Fourier components of inhomogeneously broadened water resonances in breast a new source of contrast.  Magn Reson Med 52(1):193-6.

"
"793","PC010505","Du W, Fan X, Foxley S, et al.  2005.  Comparison of high resolution echo-planar spectroscopic imaging with conventional MR imaging of prostate tumors in mice.  NMR Biomed 18:285-292."
"794","PC010505","Fan X, Medved M, Foxley S, et al.  2006.  Multi-slice dynamic contrast-enhanced MRI using P760 distinguishes between metastatic and non-metastatic rodent prostate tumors.  MAGMA 19:15-21."
"795","PC010505","Karczmar GS, Fan X, Al-Hallaq H, River JN, Tarlo K, Kellar KE, Zamora M, Rinker-Schaeffer C, Lipton MJ (2002): Functional and anatomic imaging of tumor vasculature: high-resolution MR spectroscopic imaging combined with a superparamagnetic contrast agent."
"796","PC010505","Du W, Karczmar GS, Uftring S, Du YP, et al.  2005.  Anatomic and functional brain imaging using high resolution echo-planar spectroscopic imaging at 1.5 Tesla.  NMR Biomed 18:235-241."
"797","PC010505","Du W, Du YP, Fan X, Zamora MA, Karczmar GS (2003): Reduction of spectral ghost artifacts in high-resolution echo-planar spectroscopic imaging of water and fat resonances. Magn Reson Med 49:1113-20."
"798","PC010505","Du W, Karczmar GS, Pan X (2002): Effects of constant frequency noise in magnetic resonance imaging with nonuniform k-space sampling. Med Phys 29:1832-8."
"799","PC010507","Patri AK, Kukowska-Latallo JF, Baker JR, et al.  2005.  Targeted drug delivery with dendrimers: Comparison of the release kinetics of covalently conjugated drug and non-covalent drug inclusion complex. Adv Drug Del Rev (57)2203-2214.

"
"800","PC010507","Patri AK, Myc A, Beals J, et al.  2004.  Synthesis and in vitro testing of J591 antibody-dendrimer conjugates for targeted prostate cancer therapy. Bioconjugate Chem (15)1174-1181."
"801","PC010507","Patri AK, Myc A, Beals J, et al.  2004.  Synthesis and in vitro testing of J591 antibody-dendrimer conjugates for targeted prostate cancer therapy. Bioconjugate Chem 15:1174-1181. 

"
"802","PC010513","·Markiewicz MA and Kast WM. 2003. Advances in immunotherapy for prostate cancer. Advances in Cancer Research.87:159-94."
"803","PC010513","·Poole CL, Bommiasamy H, and Kast WM. 2003. Recent progress in tumor vaccine development. Expert Opinion Investigating Drugs 12(6):971-981.

"
"804","PC010516","Zhu YS, Cai LQ, Huang Y, et al.  2005.  Receptor isoform and ligand specific modulation of DHT-induced PSA gene expression and prostate tumor cell growth by estrogens.  (Editorial Commentary: Dehm, SM, Tindall DJ.)  J Androl 26:509¿510."
"805","PC010516","Zhu YS and Sung GF.  2005.  5alpha-reductase isozymes in the prostate.  J Med Sci 25:1-11."
"806","PC010516","Cai LQ, Cai J, Wu W, et al. 2011. 17¿-Estradiol and genistein inhibit high fat diet induced prostate gene expression and prostate growth in the rat. J Urol 186(4):1489-96."
"807","PC010516","Cai LQ, Imperato-McGinley J, and Zhu YS.  2006.  Regulation of prostate 5alpha-reductase-2 gene expression and prostate weight by dietary fat and caloric intake in the rat.  Prostate, 66:738-748."
"808","PC010516","Zhu YS, Cai LQ, Huang Y, et al.  2005.  Receptor isoform and ligand specific modulation of DHT-induced PSA gene expression and prostate tumor cell growth by estrogens.  J Androl 26:500-508."
"809","PC010520","·Louie MC, Yang HQ, Ma AH, et al.  2003.  Androgen-induced recruitment of RNA polymerase II to a nuclear receptor-p160 coactivator complex.  Proc. Natl. Acad. Sci. 100:2226-2230."
"810","PC010520","Chen KY, Huang LM, Kung HJ, et al.  2003.  The role of tyrosine kinase Etk/Bmx in EGF-induced apoptosis of MDA-MB-468 breast cancer cells.  Oncogene 23(10):1854-1862.

"
"811","PC010520","Jiang T, Guo Z, Dai B, et al.  2004.  Bi-directional regulation between tyrosine kinase Etk/BMX and tumor suppressor p53 in response to DNA damage.  J Biol Chem 279:50181."
"812","PC010520","Mayeur GL, Kung WJ, Martinez A, et al.  2005.  Ku is a novel transcriptional recycling coactivator of the androgen receptor in prostate cancer cells.  J Biol Chem 280:11:10827-33."
"813","PC010520","Xia L, Robinson D, Ma AH, Chen HC, Wu F, Qiu Y, Kung HJ (2002): Identification of human male germ cell-associated kinase, a kinase transcriptionally activated by androgen in prostate cancer cells. J Biol Chem 277:35422-33."
"814","PC010520","Lee LF, Guan JL, Qia Y, et al.  2001.  Neuropeptide-induced androgen independence in prostate cancer cells: The roles of non-receptor tyrosine kinases Etk/Bmx, Src and FAK.  Mol Cell Biol 21:8385-8397."
"815","PC010520","·Lee LF, Louie MC, Desai SJ, et al.  2004.  Interleukin-8 confers androgen-independent growth and migration of LNCaP: differential effects of tyrosine kinases Src and FAK.  Oncogene 23:2197-205."
"816","PC010522","Safe S, McDougal A (2002): Mechanism of action and development of selective aryl hydrocarbon receptor modulators for treatment of hormone-dependent cancers (Review). Int J Oncol 20:1123-8."
"817","PC010522","·Morrow D, Qin C, Smith III, R, et al.  2004.  Aryl hydrocarbon receptor-mediated inhibition of LNCaP prostate cancer cell growth and hormone-induced transactivation.  J. Steroid Biochem. Mol. Biol. 88:27-36."
"818","PC010523","Yano S, Macleod RJ, Chattopadhyay N, et al.  2004.   Calcium Sensing Receptor Activation Stimulates Parathyroid Hormone Related Protein Secretion in Prostate Cancer Cells: Role of Epidermal Growth Factor Receptor Transactivation.  Bone 35:664-672."
"819","PC010523","Sanders JL, Chattopadhyay N, Kifor O, Yamaguchi T, Brown EM (2001): Ca(2+)-sensing receptor expression and PTHrP secretion in PC-3 human prostate cancer cells. Am J Physiol Endocrinol Metab 281:E1267-74."
"820","PC010531","·Onuma M, Bub JD, Rummel TL, et al.  2003.  Prostate cancer cell-adipocyte interaction: leptin mediates androgen-independent prostate cancer cell proliferation through c-Jun NH2-terminal kinase.  J. Biol. Chem. 278:42660-42667."
"821","PC010531","Miyazaki T, Bub JD, Iwamoto Y.  2008. c-Jun NH(2)-terminal kinase mediates leptin-stimulated androgen-independent prostate cancer cell proliferation via signal transducer and activator of transcription 3 and Akt. Biochim Biophys Acta 1782(10):593-604."
"822","PC010531","Miyazaki T, Bub JD, Uzuki M, et al.  2005.  Adiponectin activates c-Jun NH2-terminal kinase and inhibits signal transducer and activator of transcription 3. Biochem Biophys Res Commun 333(1):79-87."
"823","PC010531","Nithipatikom K, Endsley MP, Isbell MA, et al.  2004.  
2-Arachidonoylglycerol inhibits invasion of androgen-independent prostate cancer cells.  Cancer Res 64:8826-8830.
"
"824","PC010531","Zhang G, Chen F, Xu Y, et al.  2004.  Autocrine overexpression of fibronectin by human transitional carcinoma cells impairs bacillus Calmette-Guerin adherence and signaling.  J Urol 172:1496-1500."
"825","PC010531","·Chen F, Zhang G, Iwamoto Y, et al.  2003.  Bacillus Calmette-Guerin initiates intracellular signaling in a transitional carcinoma cell line by cross linking a5b1 integrin.  J. Urol. 170:605-610."
"826","PC010531","Welte T, Zhang SS, Wang T, Zhang Z, Hesslein DG, Yin Z, Kano A, Iwamoto Y, Li E, Craft JE, Bothwell AL, Fikrig E, Koni PA, Flavell RA, Fu XY (2003): STAT3 deletion during hematopoiesis causes Crohn's disease-like pathogenesis and lethality: a critical role of STAT3 in innate immunity. Proc Natl Acad Sci U S A 100:1879-84."
"827","PC010531","Chen FH, Crist SA, Zhang GJ, Iwamoto Y, See WA (2002): Interleukin-6 production by human bladder tumor cell lines is up- regulated by bacillus Calmette-Guerin through nuclear factor-kappaB and Ap-1 via an immediate early pathway. J Urol 168:786-97."
"828","PC010531","Bub JD, Miyazaki T, Iwamoto Y. 2006. Adiponectin as a growth inhibitor in prostate cancer cells.  Biochem Biophys Res Commun 340(4):1158-1166."
"829","PC010531","·Kano A, Wolfgang MJ, Gao Q.  2003.  Endothelial cells require STAT3 for protection against endotoxin-induced inflammation.  J. Exp. Med. 198:1517-1525.

"
"830","PC010531","·Chen F, Langenstrort P, Zhang G, et al.  2003.  Androgen dependent regulation of bacillus Calmette-Gurin-induced IL-6 expression in human transitional carcinoma cell lines.       J. Urol. 170:2009-2013."
